name,rating,ratingCount,priceRanges,category,address,postcode,openingHours,phone,web,serviceInfo,admin_county,admin_district,nuts,pfa,latitude,longitude,country,priceRangeAvg,msoa
Frankie & Benny's,3.9,2117.0,£10–20,Italian restaurant,Portsmouth PO1 3TU,PO1 3TU,"{""Sunday"":""10am - 9 pm"",""Monday"":""11am - 9:30 pm"",""Tuesday"":""11am - 9:30 pm"",""Wednesday"":""11am - 9:30 pm"",""Thursday"":""11am - 9:30 pm"",""Friday"":""10am - 10 pm"",""Saturday"":""10am - 10 pm""}",023 9273 2151,frankieandbennys.com,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments"",""Children"":""Good for kids, Good for kids birthday, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.796047,-1.107077,England,10.0,E02003547
Panku Portsmouth,5.0,,£10–20,Japanese restaurant,"The Bridge Shopping Centre, Somers Rd N, Portsmouth PO1 1SL",PO1 1SL,"{""Sunday"":""10am - 4 pm"",""Monday"":""7am - 5 pm"",""Tuesday"":""7am - 5 pm"",""Wednesday"":""7am - 5 pm"",""Thursday"":""7am - 5 pm"",""Friday"":""7am - 5 pm"",""Saturday"":""7am - 5 pm""}",023 9284 1800,,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Healthy options"",""Dining options"":""Lunch, Dinner"",""Atmosphere"":""Casual"",""Payments"":""Credit cards, Credit cards""}",,Portsmouth,Portsmouth, Hampshire, 50.798589,-1.077869,England,10.0,E02003539
Harbour Lights Beefeater,4.1,2018.0,£20–30,Steak house,"1 Southampton Rd, Cosham, North Harbour, Portsmouth PO6 4SA",PO6 4SA,"{""Sunday"":""7am - 10:30 pm"",""Monday"":""6:30am - 11 pm"",""Tuesday"":""6:30am - 11 pm"",""Wednesday"":""6:30am - 11 pm"",""Thursday"":""6:30am - 11 pm"",""Friday"":""6:30am - 11 pm"",""Saturday"":""7am - 11 pm""}",023 9232 1122,beefeater.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible seating"",""Service options"":""Outdoor seating, Dine-in, Delivery, Takeaway"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Braille menu, Coffee, Spirits, Vegetarian options, Wine"",""Dining options"":""Breakfast, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Family friendly, Groups"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Free of charge street parking, Free parking lot, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.846422,-1.092793,England,20.0,E02003525
Deep Blue Fish & Chips,4.3,513.0,£1–10,Fish and chips takeaway,"Clarence Esplanade, Southsea, Portsmouth, Hampshire PO5 3PB",PO5 3PB,"{""Sunday"":""11:30am - 8 pm"",""Monday"":""Closed"",""Tuesday"":""Closed"",""Wednesday"":""11:30am - 8 pm"",""Thursday"":""11:30am - 8 pm"",""Friday"":""11am - 9 pm"",""Saturday"":""11am - 9 pm""}",023 9286 5644,deepbluerestaurants.com,"{""Accessibility"":""Wheelchair-accessible entrance"",""Service options"":""Outdoor seating, Delivery, Takeaway"",""Offerings"":""Coffee, Small plates"",""Dining options"":""Lunch, Dinner, Seating"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu"",""Parking"":""Paid parking lot, Paid street parking, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.780198,-1.092898,England,1.0,E02003547
Rakuzen Sushi And Noodle Bar,4.7,401.0,£20–30,Sushi restaurant,"140 Elm Grove, Southsea, Portsmouth, Southsea PO5 1LR",PO5 1LR,"{""Sunday"":""12 - 10pm"",""Monday"":""12 - 2pm"",""Tuesday"":""12 - 2pm"",""Wednesday"":""Closed"",""Thursday"":""12 - 2pm"",""Friday"":""12 - 2pm"",""Saturday"":""12 - 11pm""}",023 9400 4322,rakuzensushi.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible car park"",""Service options"":""Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Coffee, Free water refills, Halal food, Healthy options, Late-night food, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs"",""Parking"":""Free of charge street parking""}",,Portsmouth,Portsmouth, Hampshire, 50.789219,-1.0836,England,20.0,E02003545
Agora Restaurant,4.6,788.0,£20–40,Turkish restaurant,"9 Clarendon Rd, Southsea, Portsmouth, Southsea PO5 2ED",PO5 2ED,"{""Sunday"":""5:30 - 10pm"",""Monday"":""5:30 - 10pm"",""Tuesday"":""5:30 - 10pm"",""Wednesday"":""5:30 - 10pm"",""Thursday"":""5:30 - 10pm"",""Friday"":""5:30 - 10:30pm"",""Saturday"":""5:30 - 10:30pm""}",023 9282 2617,agora-restaurant.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Assistive hearing loop, Wheelchair-accessible car park, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Free water refills, Halal food, Healthy options, Organic dishes, Private dining room, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Dinner, Dessert, Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual, Cosy, Romantic"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu"",""Parking"":""Free of charge street parking, Free parking lot, Paid multi-storey car park, Somewhat difficult to find a space""}",,Portsmouth,Portsmouth, Hampshire, 50.784534,-1.087295,England,20.0,E02003545
Porto Grill a Taberna,4.6,359.0,£20–30,Portuguese restaurant,"245 London Rd, Portsmouth PO2 9HA",PO2 9HA,"{""Sunday"":""Closed"",""Monday"":""Closed"",""Tuesday"":""5 - 9pm"",""Wednesday"":""5 - 9pm"",""Thursday"":""5 - 9pm"",""Friday"":""5 - 9pm"",""Saturday"":""5 - 9pm""}",023 9269 0036,portogrill.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Coffee, Healthy options, Small plates, Spirits, Wine"",""Dining options"":""Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Free of charge street parking""}",,Portsmouth,Portsmouth, Hampshire, 50.82107,-1.076603,England,20.0,E02003532
Good Fortune Chinese Restaurant,4.3,157.0,£20–30,Chinese restaurant,"21 High St, Portsmouth PO1 2LP",PO1 2LP,"{""Sunday"":""12 - 3pm"",""Monday"":""12 - 3pm"",""Tuesday"":""Closed"",""Wednesday"":""12 - 3pm"",""Thursday"":""12 - 3pm"",""Friday"":""12 - 3pm"",""Saturday"":""12 - 3pm""}",023 9286 3293,,"{""Service options"":""Kerbside pickup, No-contact delivery, Delivery, Drive-through, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Coffee, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Lunch, Dinner, Dessert"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids""}",,Portsmouth,Portsmouth, Hampshire, 50.791278,-1.101167,England,20.0,E02003547
Toby Carvery Hilsea,4.0,4704.0,£10–20,Carvery,"Copnor Rd, Hilsea, Portsmouth PO3 5HS",PO3 5HS,,023 9265 4645,tobycarvery.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Wheelchair-accessible car park"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Highlights"":""Fireplace, Great tea selection"",""Offerings"":""Alcohol, All you can eat, Beer, Cocktails, Coffee, Healthy options, Spirits, Vegetarian options, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu"",""Parking"":""Free of charge street parking, Free parking lot, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.829858,-1.065567,England,10.0,E02003531
Maya,4.8,394.0,£30–40,Latin American restaurant,"15 Jubilee Terrace, Southsea, Portsmouth, Southsea PO5 3AS",PO5 3AS,"{""Sunday"":""12 - 11am"",""Monday"":""Closed"",""Tuesday"":""6 - 9:30pm"",""Wednesday"":""6 - 9:30pm"",""Thursday"":""6 - 9:30pm"",""Friday"":""5pm - 12 am"",""Saturday"":""12 - 10am""}",023 9229 2646,mayasouthsea.co.uk,"{""Accessibility"":""Wheelchair-accessible car park"",""Service options"":""No-contact delivery, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Free water refills, Healthy options, Late-night food, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy, Romantic"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly, Transgender safe space"",""Planning"":""Reservations required, Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Parking"":""Free of charge street parking, Paid street parking, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.789566,-1.095865,England,30.0,E02003547
Nemrut Restaurant (Southsea),4.6,410.0,£20–30,Turkish restaurant,"94 Albert Rd, Southsea, Portsmouth, Southsea PO5 2SN",PO5 2SN,"{""Sunday"":""3:30 - 11pm"",""Monday"":""3:30 - 11pm"",""Tuesday"":""Closed"",""Wednesday"":""3:30 - 11pm"",""Thursday"":""3:30 - 11pm"",""Friday"":""3:30pm - 12 am"",""Saturday"":""3:30pm - 12 am""}",023 9275 6777,nemrutturkishrestaurant.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Coffee, Halal food, Healthy options, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Lunch, Dinner, Dessert"",""Amenities"":""Toilets"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids""}",,Portsmouth,Portsmouth, Hampshire, 50.786617,-1.077537,England,20.0,E02003548
