name,rating,ratingCount,priceRanges,category,address,postcode,openingHours,phone,web,serviceInfo
wagamama portsmouth gunwharf quays,4.3,1265,£20–30,Asian restaurant,"Central Bldg Gunwharf Quays, North St, Portsmouth PO1 3TR",PO1 3TR,"{""Sunday"":""11am - 10 pm"",""Monday"":""11am - 10 pm"",""Tuesday"":""11am - 10 pm"",""Wednesday"":""11am - 10 pm"",""Thursday"":""11am - 10 pm"",""Friday"":""11am - 11 pm"",""Saturday"":""11am - 11 pm""}",023 9286 1128,wagamama.com,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Healthy options, Late-night food, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Dessert, Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Paid street parking, Plenty of parking""}"
Pho,4.5,1782,£20–30,Vietnamese restaurant,"Second Floor, Central Bldg Gunwharf Quays, North Promenade, Portsmouth PO1 3TR",PO1 3TR,"{""Sunday"":""11:30am - 9 pm"",""Monday"":""11:30am - 9 pm"",""Tuesday"":""11:30am - 9 pm"",""Wednesday"":""11:30am - 9 pm"",""Thursday"":""11:30am - 9 pm"",""Friday"":""11:30am - 10:30 pm"",""Saturday"":""11:30am - 10:30 pm""}",023 9283 2111,phocafe.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Halal food, Healthy options, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly, Transgender safe space"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Paid street parking, Plenty of parking""}"
The Liquorist Portsmouth,4.0,1281,£10–20,Cocktail bar,Portsmouth PO1 3TW,PO1 3TW,,023 9285 1070,greatukpubs.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, On-site services, Dine-in"",""Highlights"":""Great cocktails, Live performances, Sport"",""Offerings"":""Alcohol, Beer, Cocktails, Dancing, Food, Food at bar, Happy-hour drinks, Spirits, Wine"",""Dining options"":""Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments"",""Parking"":""Paid parking lot, Paid street parking, Plenty of parking""}"
Bella Italia - Portsmouth Gunwharf Quays,3.9,1819,£20–30,Restaurant,"Unit R10, Waterfront, Portsmouth PO1 3TA",PO1 3TA,"{""Sunday"":""11am - 9 pm"",""Monday"":""11:30am - 10 pm"",""Tuesday"":""11:30am - 10 pm"",""Wednesday"":""11:30am - 10 pm"",""Thursday"":""11:30am - 10 pm"",""Friday"":""11am - 11 pm"",""Saturday"":""11am - 11 pm""}",023 9431 8950,bellaitalia.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Highlights"":""Great cocktails"",""Offerings"":""Alcohol, Beer, Braille menu, Cocktails, Coffee, Free water refills, Healthy options, Late-night food, Small plates, Spirits, Vegetarian options, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Romantic"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Paid street parking, Plenty of parking""}"
Carluccio's,4.2,395,Moderate,Cafe,"Unit R20, Blake House, Portsmouth PO1 3TZ",PO1 3TZ,"{""Sunday"":""9am - 8 pm"",""Monday"":""9am - 9 pm"",""Tuesday"":""9am - 9 pm"",""Wednesday"":""9am - 9 pm"",""Thursday"":""9am - 9 pm"",""Friday"":""9am - 10 pm"",""Saturday"":""9am - 10 pm""}",023 9283 3787,carluccios.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Healthy options, Small plates, Spirits, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""High chairs, Kids' menu"",""Parking"":""Paid multi-storey car park, Paid parking lot, Plenty of parking""}"
German Grill burger & Shake Portsmouth,4.1,82,£10–20,Kebab Shop,"82 Kingston Rd, Fratton, Portsmouth PO2 7PA",PO2 7PA,"{""Sunday"":""11am - 3 am"",""Monday"":""11am - 3 am"",""Tuesday"":""11am - 3 am"",""Wednesday"":""11am - 3 am"",""Thursday"":""11am - 3 am"",""Friday"":""11am - 3 am"",""Saturday"":""11am - 3 am""}",023 9279 1114,germangrill.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in"",""Offerings"":""Halal food, Late-night food, Small plates, Vegetarian options"",""Dining options"":""Breakfast, Lunch, Dinner, Catering, Counter service, Dessert, Seating"",""Amenities"":""Gender-neutral toilets, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly, Transgender safe space"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu""}"
Roosters Piri Piri - Portsmouth,4.5,400,£1–20,Restaurant,"42 London Rd, North End, Portsmouth PO2 0LN",PO2 0LN,"{""Sunday"":""12pm - 1 am"",""Monday"":""12pm - 1 am"",""Tuesday"":""12pm - 1:30 am"",""Wednesday"":""12pm - 1 am"",""Thursday"":""12pm - 1 am"",""Friday"":""12pm - 3 am"",""Saturday"":""12pm - 3 am""}",023 9266 4400,roosterspiripiri.com,"{""Accessibility"":""Wheelchair-accessible seating, Wheelchair-accessible toilet, Wheelchair-accessible car park"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Halal food, Late-night food, Small plates"",""Dining options"":""Lunch, Dinner, Dessert"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Payments"":""Credit cards, NFC mobile payments"",""Children"":""Kids' menu""}"
Cedar Lebanese Restaurant Portsmouth,4.8,1085,£10–20,Lebanese restaurant,"49 Albert Rd, Southsea, Portsmouth, Southsea PO5 2SF",PO5 2SF,"{""Sunday"":""4 - 10pm"",""Monday"":""Closed"",""Tuesday"":""4 - 10pm"",""Wednesday"":""4 - 10pm"",""Thursday"":""4 - 10pm"",""Friday"":""4 - 10pm"",""Saturday"":""4 - 10pm""}",023 9217 0506,,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Coffee, Halal food, Healthy options, Late-night food, Small plates, Vegan options, Vegetarian options, Wine"",""Dining options"":""Brunch, Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual, Cosy, Romantic"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Cash only, Credit cards, Debit cards, NFC mobile payments"",""Children"":""Good for kids, High chairs"",""Parking"":""Free of charge street parking, Free parking lot, Paid street parking"",""Pets"":""Dogs allowed outside""}"
Cast Iron Bar & Grill,3.6,14,£20–30,Restaurant,"Southampton Rd, Cosham, Portsmouth PO6 4SH",PO6 4SH,"{""Sunday"":""6:30am - 10 pm"",""Monday"":""6:30am - 10 pm"",""Tuesday"":""6:30am - 10 pm"",""Wednesday"":""6:30am - 10 pm"",""Thursday"":""6:30am - 10 pm"",""Friday"":""6:30am - 10 pm"",""Saturday"":""6:30am - 10 pm""}",023 9238 3151,marriott.com,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Takeaway, Dine-in, Delivery"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Organic dishes, Small plates, Spirits, Vegetarian options, Wine"",""Dining options"":""Breakfast, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards"",""Children"":""High chairs, Kids' menu""}"
Burga Portsmouth,4.1,94,£10–20,Hamburger restaurant,"Willis Rd, Portsmouth PO1 1DQ",PO1 1DQ,"{""Sunday"":""12 - 11pm"",""Monday"":""12 - 11pm"",""Tuesday"":""12 - 11pm"",""Wednesday"":""12 - 11pm"",""Thursday"":""12 - 11pm"",""Friday"":""12 - 11pm"",""Saturday"":""12 - 11pm""}",023 9200 5650,burgabar.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance"",""Service options"":""Kerbside pickup, No-contact delivery, Delivery, On-site services, Takeaway, Dine-in"",""Dining options"":""Brunch, Lunch, Dinner, Dessert"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids""}"
Spoon World Buffet & Bar,3.9,976,£20–30,Buffet restaurant,"Unit 12, Charlotte St, Portsmouth PO1 4RL",PO1 4RL,"{""Sunday"":""12 - 10pm"",""Monday"":""5 - 9pm"",""Tuesday"":""5 - 9pm"",""Wednesday"":""5 - 9pm"",""Thursday"":""5 - 9pm"",""Friday"":""5 - 10pm"",""Saturday"":""12 - 10pm""}",023 9286 5998,spoonworldbuffet.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""On-site services, Dine-in, Delivery, Takeaway"",""Offerings"":""Alcohol, All you can eat, Beer, Cocktails, Coffee, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Good for kids birthday, High chairs"",""Parking"":""Free parking lot, Paid parking lot, Paid street parking, Plenty of parking""}"
Wildwood Restaurants Port Solent,4.0,1066,£20–30,Restaurant,"46 The Boardwalk, Portsmouth PO6 4TP",PO6 4TP,,023 9387 1800,wildwoodrestaurants.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Wheelchair-accessible car park"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Highlights"":""Great cocktails"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Healthy options, Late-night food, Spirits, Vegetarian options, Wine"",""Dining options"":""Brunch, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Free of charge street parking, Free parking lot, Plenty of parking""}"
Frankie & Benny's,3.9,2117,£10–20,Italian restaurant,Portsmouth PO1 3TU,PO1 3TU,"{""Sunday"":""10am - 9 pm"",""Monday"":""11am - 9:30 pm"",""Tuesday"":""11am - 9:30 pm"",""Wednesday"":""11am - 9:30 pm"",""Thursday"":""11am - 9:30 pm"",""Friday"":""10am - 10 pm"",""Saturday"":""10am - 10 pm""}",023 9273 2151,frankieandbennys.com,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments"",""Children"":""Good for kids, Good for kids birthday, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Plenty of parking""}"
Panku Portsmouth,5.0,,,Japanese restaurant,"The Bridge Shopping Centre, Somers Rd N, Portsmouth PO1 1SL",PO1 1SL,"{""Sunday"":""10am - 4 pm"",""Monday"":""7am - 5 pm"",""Tuesday"":""7am - 5 pm"",""Wednesday"":""7am - 5 pm"",""Thursday"":""7am - 5 pm"",""Friday"":""7am - 5 pm"",""Saturday"":""7am - 5 pm""}",023 9284 1800,,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Healthy options"",""Dining options"":""Lunch, Dinner"",""Atmosphere"":""Casual"",""Payments"":""Credit cards, Credit cards""}"
Harbour Lights Beefeater,4.1,2018,£20–30,Steak house,"1 Southampton Rd, Cosham, North Harbour, Portsmouth PO6 4SA",PO6 4SA,"{""Sunday"":""7am - 10:30 pm"",""Monday"":""6:30am - 11 pm"",""Tuesday"":""6:30am - 11 pm"",""Wednesday"":""6:30am - 11 pm"",""Thursday"":""6:30am - 11 pm"",""Friday"":""6:30am - 11 pm"",""Saturday"":""7am - 11 pm""}",023 9232 1122,beefeater.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible seating"",""Service options"":""Outdoor seating, Dine-in, Delivery, Takeaway"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Braille menu, Coffee, Spirits, Vegetarian options, Wine"",""Dining options"":""Breakfast, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Family friendly, Groups"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Free of charge street parking, Free parking lot, Plenty of parking""}"
Deep Blue Fish & Chips,4.3,513,£1–10,Fish and chips takeaway,"Clarence Esplanade, Southsea, Portsmouth, Hampshire PO5 3PB",PO5 3PB,"{""Sunday"":""11:30am - 8 pm"",""Monday"":""Closed"",""Tuesday"":""Closed"",""Wednesday"":""11:30am - 8 pm"",""Thursday"":""11:30am - 8 pm"",""Friday"":""11am - 9 pm"",""Saturday"":""11am - 9 pm""}",023 9286 5644,deepbluerestaurants.com,"{""Accessibility"":""Wheelchair-accessible entrance"",""Service options"":""Outdoor seating, Delivery, Takeaway"",""Offerings"":""Coffee, Small plates"",""Dining options"":""Lunch, Dinner, Seating"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu"",""Parking"":""Paid parking lot, Paid street parking, Plenty of parking""}"
Pepe's,2.8,117,£10–20,Fast food restaurant,"77 London Rd, North End, Portsmouth PO2 0BH",PO2 0BH,"{""Sunday"":""12pm - 3 am"",""Monday"":""12pm - 3 am"",""Tuesday"":""12pm - 3 am"",""Wednesday"":""12pm - 3 am"",""Thursday"":""12pm - 3 am"",""Friday"":""12pm - 3 am"",""Saturday"":""12pm - 3 am""}",023 9266 6375,pepes.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance"",""Service options"":""No-contact delivery, Delivery, On-site services, Takeaway, Dine-in"",""Offerings"":""Halal food, Late-night food, Vegetarian options"",""Dining options"":""Lunch, Dinner, Dessert"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu""}"
Viet Quan - Vietnamese Street Food,4.7,512,£10–20,Vietnamese restaurant,"1 Landport Terrace, Portsmouth PO1 2RG",PO1 2RG,,023 9217 6108,viet-quan.co.uk,"{""Accessibility"":""Wheelchair-accessible car park"",""Service options"":""No-contact delivery, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Free water refills, Healthy options, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Brunch, Lunch, Dinner, Dessert"",""Amenities"":""Toilets"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, Meal coupons, NFC mobile payments, Ticket Restaurant, Credit cards"",""Parking"":""Free of charge street parking, Paid street parking, Plenty of parking""}"
Britannia Fish and Chips,4.3,441,£10–20,Fish and chips takeaway,"7 The Hard, Portsea, Portsmouth PO1 3DT",PO1 3DT,"{""Sunday"":""11:30am - 7 pm"",""Monday"":""11:30am - 8 pm"",""Tuesday"":""11:30am - 8 pm"",""Wednesday"":""11:30am - 8 pm"",""Thursday"":""11:30am - 8 pm"",""Friday"":""11:30am - 8 pm"",""Saturday"":""11:30am - 8 pm""}",023 9282 1654,britanniafishandchips.co.uk,"{""Service options"":""Delivery, On-site services, Takeaway, Dine-in"",""Offerings"":""Coffee"",""Dining options"":""Lunch, Dinner"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu""}"
Rakuzen Sushi And Noodle Bar,4.7,401,£20–30,Sushi restaurant,"140 Elm Grove, Southsea, Portsmouth, Southsea PO5 1LR",PO5 1LR,"{""Sunday"":""12 - 10pm"",""Monday"":""12 - 2pm"",""Tuesday"":""12 - 2pm"",""Wednesday"":""Closed"",""Thursday"":""12 - 2pm"",""Friday"":""12 - 2pm"",""Saturday"":""12 - 11pm""}",023 9400 4322,rakuzensushi.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible car park"",""Service options"":""Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Coffee, Free water refills, Halal food, Healthy options, Late-night food, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs"",""Parking"":""Free of charge street parking""}"
Agora Restaurant,4.6,788,£20–40,Turkish restaurant,"9 Clarendon Rd, Southsea, Portsmouth, Southsea PO5 2ED",PO5 2ED,"{""Sunday"":""5:30 - 10pm"",""Monday"":""5:30 - 10pm"",""Tuesday"":""5:30 - 10pm"",""Wednesday"":""5:30 - 10pm"",""Thursday"":""5:30 - 10pm"",""Friday"":""5:30 - 10:30pm"",""Saturday"":""5:30 - 10:30pm""}",023 9282 2617,agora-restaurant.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Assistive hearing loop, Wheelchair-accessible car park, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Free water refills, Halal food, Healthy options, Organic dishes, Private dining room, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Dinner, Dessert, Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual, Cosy, Romantic"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu"",""Parking"":""Free of charge street parking, Free parking lot, Paid multi-storey car park, Somewhat difficult to find a space""}"
Pizza Express,3.9,842,£10–30,Pizza restaurant,"North St, Portsmouth PO1 3TA",PO1 3TA,"{""Sunday"":""11:30am - 10 pm"",""Monday"":""11:30am - 10 pm"",""Tuesday"":""11:30am - 10 pm"",""Wednesday"":""11:30am - 10 pm"",""Thursday"":""11:30am - 10 pm"",""Friday"":""11:30am - 10 pm"",""Saturday"":""11:30am - 10 pm""}",023 9283 2939,pizzaexpress.com,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in"",""Highlights"":""Fireplace"",""Offerings"":""Alcohol, Beer, Braille menu, Coffee, Free water refills, Late-night food, Spirits, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Dessert, Seating"",""Amenities"":""Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Good for kids birthday, High chairs, Kids' menu"",""Parking"":""Paid multi-storey car park, Paid parking lot, Paid street parking, Plenty of parking""}"
Porto Grill a Taberna,4.6,359,£20–30,Portuguese restaurant,"245 London Rd, Portsmouth PO2 9HA",PO2 9HA,"{""Sunday"":""Closed"",""Monday"":""Closed"",""Tuesday"":""5 - 9pm"",""Wednesday"":""5 - 9pm"",""Thursday"":""5 - 9pm"",""Friday"":""5 - 9pm"",""Saturday"":""5 - 9pm""}",023 9269 0036,portogrill.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Coffee, Healthy options, Small plates, Spirits, Wine"",""Dining options"":""Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Free of charge street parking""}"
Chiquito,4.1,2273,£20–30,Mexican restaurant,"Central Bldg, Portsmouth PO1 3TU",PO1 3TU,"{""Sunday"":""11:30am - 9 pm"",""Monday"":""11:30am - 10 pm"",""Tuesday"":""11:30am - 10 pm"",""Wednesday"":""11:30am - 10 pm"",""Thursday"":""11:30am - 10 pm"",""Friday"":""11:30am - 10 pm"",""Saturday"":""11:30am - 10 pm""}",023 9289 9760,chiquito.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Plenty of parking""}"
Good Fortune Chinese Restaurant,4.3,157,£20–30,Chinese restaurant,"21 High St, Portsmouth PO1 2LP",PO1 2LP,"{""Sunday"":""12 - 3pm"",""Monday"":""12 - 3pm"",""Tuesday"":""Closed"",""Wednesday"":""12 - 3pm"",""Thursday"":""12 - 3pm"",""Friday"":""12 - 3pm"",""Saturday"":""12 - 3pm""}",023 9286 3293,,"{""Service options"":""Kerbside pickup, No-contact delivery, Delivery, Drive-through, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Coffee, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Lunch, Dinner, Dessert"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids""}"
Pinsarkè,4.8,214,£20–30,Italian restaurant,"10 Clarendon Rd, Southsea, Portsmouth, Southsea PO5 2EE",PO5 2EE,"{""Sunday"":""Closed"",""Monday"":""5 - 10:30pm"",""Tuesday"":""5 - 10:30pm"",""Wednesday"":""5 - 10:30pm"",""Thursday"":""5 - 10:30pm"",""Friday"":""5 - 11pm"",""Saturday"":""5 - 11pm""}",023 9217 4185,pinsarke-portsmouth-southsea.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Coffee, Late-night food, Spirits, Wine"",""Dining options"":""Dinner, Catering, Dessert"",""Amenities"":""Toilets"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids""}"
Coco di Mama - Pasta Kitchen - Portsmouth,3.2,17,,Delivery service,Portsmouth PO1 3TA,PO1 3TA,"{""Sunday"":""11:30am - 10 pm"",""Monday"":""11:30am - 10 pm"",""Tuesday"":""11:30am - 10 pm"",""Wednesday"":""11:30am - 10 pm"",""Thursday"":""11:30am - 10 pm"",""Friday"":""11:30am - 10 pm"",""Saturday"":""11:30am - 10 pm""}",023 9217 5111,cocodimama.co.uk,{}
Toby Carvery Hilsea,4.0,4704,£10–20,Carvery,"Copnor Rd, Hilsea, Portsmouth PO3 5HS",PO3 5HS,,023 9265 4645,tobycarvery.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Wheelchair-accessible car park"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Highlights"":""Fireplace, Great tea selection"",""Offerings"":""Alcohol, All you can eat, Beer, Cocktails, Coffee, Healthy options, Spirits, Vegetarian options, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu"",""Parking"":""Free of charge street parking, Free parking lot, Plenty of parking""}"
